open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1612137600000,7.4121,7.4147,7.3912,7.3978,2924.08,1612137659999,21634.152044,78,1258.49,9311.166071,0
1612137660000,7.3952,7.4063,7.3869,7.3869,2002.57,1612137719999,14812.344425,54,835.84,6186.429146,0
1612137720000,7.3848,7.3848,7.3517,7.3517,4150.04,1612137779999,30574.050323,117,670.05,4935.278378,0
1612137780000,7.3512,7.3598,7.3484,7.3542,1927.06,1612137839999,14173.697737,49,784.74,5772.913532,0
1612137840000,7.3532,7.3597,7.3516,7.3566,2209.44,1612137899999,16250.676544,44,1508.85,11097.356115,0
1612137900000,7.3591,7.3595,7.3386,7.343,7757.85,1612137959999,56994.100622,134,3484.6,25601.836716,0
1612137960000,7.3472,7.349,7.3323,7.3453,3620.2,1612138019999,26574.153412,112,1774.68,13031.403244,0
1612138020000,7.3465,7.3468,7.3072,7.3201,3040.43,1612138079999,22263.595829,133,904.79,6627.789136,0
1612138080000,7.3194,7.3194,7.2812,7.306,5375.15,1612138139999,39229.483933,161,1398.86,10216.426695,0
1612138140000,7.3061,7.3132,7.3019,7.305,1682.68,1612138199999,12295.789492,50,713.61,5215.105572,0
1612138200000,7.3059,7.3232,7.3059,7.3232,1507.14,1612138259999,11022.487569,40,1231.24,9005.962162,0
1612138260000,7.3151,7.3151,7.3049,7.3119,1411.15,1612138319999,10314.519241,43,1305.71,9543.890409,0
1612138320000,7.3113,7.3181,7.3073,7.3181,683.79,1612138379999,4999.24505,16,423.22,3094.67638,0
1612138380000,7.3143,7.3195,7.3106,7.3195,1004.74,1612138439999,7350.571833,22,687.96,5033.477283,0
1612138440000,7.3177,7.3195,7.3104,7.3104,2184.93,1612138499999,15983.89771,38,1340.71,9809.188172,0
1612138500000,7.3104,7.3245,7.3104,7.3188,7255.46,1612138559999,53104.81988,74,6431.96,47077.355345,0
1612138560000,7.3199,7.3265,7.305,7.3101,7379.0,1612138619999,53998.147642,135,1545.93,11309.910162,0
1612138620000,7.3073,7.3102,7.3032,7.3068,1800.61,1612138679999,13156.640136,38,597.08,4363.22836,0
1612138680000,7.3081,7.3206,7.3061,7.3061,3291.35,1612138739999,24068.532343,79,1312.11,9596.894091,0
1612138740000,7.305,7.3228,7.305,7.317,1151.47,1612138799999,8423.33745,47,868.18,6350.059641,0
1612138800000,7.3155,7.3351,7.3155,7.3319,2993.46,1612138859999,21944.88069,90,2087.36,15302.813056,0
1612138860000,7.3311,7.3311,7.2917,7.2932,3777.42,1612138919999,27595.026964,75,1763.33,12886.818394,0
1612138920000,7.2983,7.2985,7.2701,7.2955,7592.02,1612138979999,55306.280568,169,3696.7,26934.721572,0
1612138980000,7.2952,7.2952,7.27,7.28,5876.74,1612139039999,42790.186217,138,2203.29,16045.079856,0
1612139040000,7.2831,7.2837,7.2651,7.2748,1760.82,1612139099999,12802.374723,41,336.07,2444.819223,0
1612139100000,7.2732,7.2732,7.246,7.2541,6304.9,1612139159999,45753.061137,158,1424.55,10337.544483,0
1612139160000,7.2573,7.2737,7.2551,7.2737,1512.31,1612139219999,10985.765929,43,1341.18,9743.631182,0
1612139220000,7.2751,7.2918,7.2722,7.2883,2328.4,1612139279999,16955.99056,59,1824.31,13284.091093,0
1612139280000,7.288,7.288,7.2755,7.2826,2022.8,1612139339999,14729.492894,35,739.05,5382.776034,0
1612139340000,7.2801,7.2845,7.2684,7.2845,2439.64,1612139399999,17748.473809,43,1624.12,11815.820513,0
1612139400000,7.2767,7.2866,7.2706,7.2818,2022.95,1612139459999,14725.825955,41,989.17,7201.225763,0
1612139460000,7.2818,7.2818,7.2594,7.2594,3360.61,1612139519999,24427.179906,31,435.69,3167.703603,0
1612139520000,7.2569,7.2763,7.2559,7.2742,2233.29,1612139579999,16223.727763,37,1726.4,12539.404169,0
1612139580000,7.2735,7.284,7.2731,7.284,1492.42,1612139639999,10863.383625,24,375.34,2731.991775,0
