open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1601510400000,5.4,5.4031,5.3881,5.3881,2975.02,1601510459999,16053.049528,60,784.29,4235.675594,0
1601510460000,5.3904,5.4043,5.3904,5.3995,4200.97,1601510519999,22687.164655,70,1760.45,9502.59751,0
1601510520000,5.3981,5.3981,5.392,5.3921,1040.01,1601510579999,5611.268274,22,5.82,31.402392,0
1601510580000,5.392,5.3944,5.3853,5.3938,1305.44,1601510639999,7036.54347,39,755.5,4072.815949,0
1601510640000,5.3939,5.4073,5.3894,5.3898,4371.58,1601510699999,23601.645646,72,1445.81,7807.516532,0
1601510700000,5.3914,5.3975,5.3914,5.3969,1502.95,1601510759999,8108.538722,48,1301.01,7018.973929,0
1601510760000,5.3974,5.4058,5.3974,5.3989,1835.8,1601510819999,9917.871838,40,1300.4,7025.384596,0
1601510820000,5.3977,5.3977,5.3942,5.3943,350.71,1601510879999,1892.363918,6,46.0,248.2942,0
1601510880000,5.397,5.3999,5.397,5.3992,426.42,1601510939999,2301.638771,7,326.42,1761.938771,0
1601510940000,5.3982,5.3984,5.393,5.393,628.3,1601510999999,3389.428165,12,113.46,611.936171,0
1601511000000,5.394,5.3954,5.39,5.39,658.75,1601511059999,3551.682167,11,143.58,774.43996,0
1601511060000,5.39,5.39,5.39,5.39,0.0,1601511119999,0.0,0,0.0,0.0,0
1601511120000,5.3911,5.3947,5.3911,5.3924,470.19,1601511179999,2536.25214,13,256.97,1386.038287,0
1601511180000,5.393,5.3979,5.393,5.3979,454.58,1601511239999,2453.02472,12,366.01,1975.179092,0
1601511240000,5.398,5.4009,5.3942,5.3947,558.63,1601511299999,3015.235013,17,216.76,1170.088146,0
1601511300000,5.3947,5.398,5.3912,5.3923,657.44,1601511359999,3545.611775,29,48.51,261.60006,0
1601511360000,5.3922,5.3925,5.3885,5.3885,575.3,1601511419999,3101.815761,8,11.44,61.668282,0
1601511420000,5.3897,5.3905,5.384,5.3877,12182.73,1601511479999,65644.707002,55,562.77,3031.61793,0
1601511480000,5.388,5.3885,5.388,5.3885,16.63,1601511539999,89.60574,3,6.6,35.5641,0
1601511540000,5.3893,5.3924,5.3893,5.3924,800.86,1601511599999,4317.818532,10,547.72,2952.786396,0
1601511600000,5.3933,5.3974,5.388,5.3881,1191.95,1601511659999,6428.204318,27,573.7,3095.18595,0
1601511660000,5.3897,5.394,5.3897,5.394,615.1,1601511719999,3316.612291,5,615.1,3316.612291,0
1601511720000,5.3945,5.3945,5.3945,5.3945,4.35,1601511779999,23.466075,1,4.35,23.466075,0
1601511780000,5.3943,5.395,5.3929,5.3932,211.13,1601511839999,1138.870018,14,71.83,387.519829,0
1601511840000,5.3952,5.3952,5.3952,5.3952,34.15,1601511899999,184.24608,1,34.15,184.24608,0
1601511900000,5.3955,5.3959,5.392,5.3959,252.47,1601511959999,1361.783354,8,103.25,556.818147,0
1601511960000,5.3932,5.3933,5.392,5.3933,57.75,1601512019999,311.405785,4,11.45,61.752581,0
1601512020000,5.3921,5.3921,5.3836,5.3869,1983.34,1601512079999,10684.701323,42,307.22,1654.641143,0
1601512080000,5.3852,5.388,5.382,5.384,2045.39,1601512139999,11013.986763,52,1281.14,6899.285524,0
1601512140000,5.384,5.3841,5.374,5.379,2538.38,1601512199999,13653.055414,65,529.03,2845.112344,0
1601512200000,5.3777,5.3853,5.3771,5.3849,1793.53,1601512259999,9652.873266,48,1703.39,9167.885469,0
1601512260000,5.3855,5.3886,5.3847,5.388,882.24,1601512319999,4753.057339,21,878.01,4730.277097,0
1601512320000,5.3872,5.3956,5.3872,5.3956,999.12,1601512379999,5386.88631,17,935.75,5045.109858,0
1601512380000,5.3935,5.3947,5.39,5.3925,680.08,1601512439999,3667.477411,37,398.56,2149.612197,0
1601512440000,5.3919,5.394,5.3919,5.394,666.71,1601512499999,3595.924564,26,566.26,3054.270959,0
1601512500000,5.3934,5.396,5.3934,5.396,635.58,1601512559999,3428.940595,15,533.54,2878.408425,0
1601512560000,5.396,5.3973,5.3957,5.3957,322.0,1601512619999,1737.644345,9,245.69,1325.860323,0
1601512620000,5.3974,5.3974,5.3973,5.3974,210.4,1601512679999,1135.612568,3,210.4,1135.612568,0
1601512680000,5.3962,5.3998,5.396,5.3998,913.81,1601512739999,4933.201362,24,816.09,4405.893968,0
1601512740000,5.3985,5.3987,5.3949,5.3968,872.64,1601512799999,4709.805222,48,237.49,1281.980189,0
1601512800000,5.3978,5.4017,5.3978,5.3995,564.92,1601512859999,3050.170557,21,424.36,2291.129952,0
1601512860000,5.3994,5.4019,5.3986,5.3987,1015.44,1601512919999,5483.430505,41,731.51,3950.392045,0
1601512920000,5.399,5.4,5.3963,5.3966,320.63,1601512979999,1730.859823,16,0.0,0.0,0
1601512980000,5.3966,5.4,5.3963,5.4,218.28,1601513039999,1178.183471,17,77.71,419.621572,0
1601513040000,5.4,5.4,5.4,5.4,0.0,1601513099999,0.0,0,0.0,0.0,0
1601513100000,5.3991,5.3992,5.394,5.3941,596.28,1601513159999,3217.72764,38,20.41,110.174488,0
1601513160000,5.3941,5.3941,5.3941,5.3941,0.0,1601513219999,0.0,0,0.0,0.0,0
1601513220000,5.3941,5.3941,5.3941,5.3941,0.0,1601513279999,0.0,0,0.0,0.0,0
1601513280000,5.3941,5.3941,5.3941,5.3941,0.0,1601513339999,0.0,0,0.0,0.0,0
1601513340000,5.3947,5.3947,5.3947,5.3947,16.0,1601513399999,86.3152,1,0.0,0.0,0
1601513400000,5.3957,5.398,5.3957,5.3976,1175.47,1601513459999,6343.531114,15,1148.62,6198.648514,0
1601513460000,5.399,5.4,5.3981,5.3992,459.87,1601513519999,2482.829525,12,185.0,998.91001,0
1601513520000,5.3996,5.3996,5.396,5.3961,545.4,1601513579999,2943.897826,34,0.0,0.0,0
1601513580000,5.3963,5.3968,5.3961,5.3968,130.66,1601513639999,705.103499,8,80.56,434.751874,0
1601513640000,5.4,5.402,5.4,5.402,400.0,1601513699999,2160.399613,4,400.0,2160.399613,0
1601513700000,5.4015,5.404,5.4015,5.4019,483.94,1601513759999,2614.683294,21,477.12,2577.837686,0
1601513760000,5.402,5.402,5.402,5.402,96.43,1601513819999,520.91486,2,96.43,520.91486,0
1601513820000,5.4022,5.4048,5.4022,5.4046,290.07,1601513879999,1567.6636,6,182.2,984.64884,0
1601513880000,5.4026,5.4027,5.4005,5.4009,325.43,1601513939999,1757.730899,13,14.81,80.008335,0
1601513940000,5.4023,5.4023,5.4023,5.4023,27.82,1601513999999,150.291986,2,27.82,150.291986,0
1601514000000,5.4045,5.4079,5.4045,5.4079,1720.6,1601514059999,9299.828669,18,1694.23,9157.222346,0
1601514060000,5.4061,5.4061,5.4011,5.4034,813.38,1601514119999,4395.019514,44,48.8,263.65344,0
1601514120000,5.4028,5.4031,5.3981,5.3987,917.76,1601514179999,4956.621155,29,8.28,44.729388,0
1601514180000,5.3987,5.4001,5.3978,5.3979,440.36,1601514239999,2377.268211,13,220.43,1190.060036,0
